image_url,orignal_price,percentage_off,product_description,product_name,product_price,ratings,url
https://m.media-amazon.com/images/I/41U+Azx20QL._SY445_SX342_.jpg,₹1599,-50%,Mens Slim Fit Olive Solid Casual Shirt,Peter England Men Shirt,₹799,4.0 out of 5 stars,https://www.amazon.in/Peter-England-Shirt-PCSFSSLPP32163_Light-Green/dp/B0BKQ5D9N9/ref=sr_1_7?keywords=shirts+for+men&qid=1690717970&sr=8-7
https://m.media-amazon.com/images/I/31ML7aAOpRL._SX342_SY445_.jpg,₹1849,-74%,"This Casual Solid shirt has a Slim fit, Spread collar, full button Placket, Full Sleeves, and a curved hemline Size and Fit Slim Fit The Model (height 6 foot and shoulders 18 inches is wearing size 40/M Please check the size chart for more details before ordering Material & Care 100% Premium Cotton (Machine Wash Regular) Style Tip Enhance your look by wearing this Casual Stylish Men's shirt, Team it with a pair of Chinos or Tapered Denim and Sneakers for a fun Smart Casual look About the Brand DENNIS LINGO Finding Basic Menswear for daily use can be hard among todays Fast fashion world, where trends change daily. That’s why we started Dennis Lingo, to create a one stop shop for premium essential clothing for everyday use at lowest prices",Dennis Lingo Men's Solid Slim Fit Cotton Casual Shirt with Spread Collar & Full Sleeves,₹489,3.8 out of 5 stars,https://www.amazon.in/Dennis-Lingo-Casual-C301_SkyBlue_L_Sky-Blue_L/dp/B079S5GVRK/ref=sr_1_5?keywords=shirts+for+men&qid=1690717970&sr=8-5
https://m.media-amazon.com/images/I/31vu7MOPBYL._SY445_SX342_.jpg,₹1849,-74%,"This Casual Solid shirt has a Slim fit, Spread collar, full button Placket, Full Sleeves, and a curved hemline Size and Fit Slim Fit The Model (height 6 foot and shoulders 18 inches is wearing size 40/M Please check the size chart for more details before ordering Material & Care 100% Premium Cotton (Machine Wash Regular) Style Tip Enhance your look by wearing this Casual Stylish Men's shirt, Team it with a pair of Chinos or Tapered Denim and Sneakers for a fun Smart Casual look About the Brand DENNIS LINGO Finding Basic Menswear for daily use can be hard among todays Fast fashion world, where trends change daily. That’s why we started Dennis Lingo, to create a one stop shop for premium essential clothing for everyday use at lowest prices",Dennis Lingo Men's Solid Slim Fit Cotton Casual Shirt with Spread Collar & Full Sleeves,₹489,3.8 out of 5 stars,https://www.amazon.in/Dennis-Lingo-Solid-Casual-C301_DUSTYGREEN_M_Dustygreen_M/dp/B07H35HWDX/ref=sr_1_1_sspa?keywords=shirts+for+men&qid=1690717970&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1
https://m.media-amazon.com/images/I/41+p0-bGVML._SX342_SY445_.jpg,₹4199,-75%,Rock your Casual Summer-Style with this Casual Cotton Full Sleeves Shirt by RedTape. Made with the finest 100% Cotton fabric in a Woven Pattern which makes it is perfect for styling your Summer Outfits for every occasion.,Red Tape Men's Cotton Shirt | Casual Cotton Shirt | Comfortable Shirt for Men,"₹1,049",4.7 out of 5 stars,https://www.amazon.in/Red-Tape-Comfortable-Men_RFS1624-L-Turquoise/dp/B0BXL8PGD9/ref=sr_1_6?keywords=shirts+for+men&qid=1690717970&sr=8-6
https://m.media-amazon.com/images/I/41d7Y8fFY0L._SY445_SX342_.jpg,₹1849,-74%,"This Casual Checkered shirt has a spread collar, A full button Placket, Long Sleeves, Yoke on the shoulder, and a curved hemline Size and Fit Slim Fit The Model (height 6 foot and shoulders 18 inches is wearing size 40/Please check the size chart for more details before ordering Material & Care100% Premium Cotton (Machine Wash Regular)Style Tip Enhance your look by wearing this trendy shirt. Team it with a pair of Chinos and white sneakers for a fun Smart Casual look About the Brand DENNIS LINGO Finding Basic Menswear for daily use can be hard among todays Fast fashion world, where trends change daily. That's why we started Dennis Lingo, to create a one stop shop for premium essential clothing for everyday use at rock bottom prices",Dennis Lingo Men's Mandarin Collar Casual Shirt,₹489,4.0 out of 5 stars,https://www.amazon.in/Dennis-Lingo-Solid-Casual-CC201_Dustypink_M_Dustypink_M/dp/B07HK6NT81/ref=sr_1_8?keywords=shirts+for+men&qid=1690717970&sr=8-8
https://m.media-amazon.com/images/I/41aa2OQ-0YL._SX342_SY445_QL70_FMwebp_.jpg,₹1699,-77%,Men casual shirt || men shirt casual || men shirt casual stylish || men shirt casual stylish cotton || Men formal shirt || Formal shirt for men,U-TURN Men's Cotton Solid Formal/Semi Formal Shirt,₹398,3.4 out of 5 stars,https://www.amazon.in/U-TURN-Cotton-Solid-Formal-Black/dp/B07FCTD62K/ref=sr_1_56?keywords=shirts+for+men&qid=1690717970&sr=8-56
https://m.media-amazon.com/images/I/41b4+Ch8oKL._SY445_SX342_.jpg,₹2599,-91%,ELYYORK SURAT,ELYYORK Men's Cotton Full Sleeve Regular Fit Casual Checkered Shirt,₹229,2.9 out of 5 stars,https://www.amazon.in/ELYYORK-Cotton-Sleeve-Regular-Checkered/dp/B0C69SQG6N/ref=sr_1_55?keywords=shirts+for+men&qid=1690717970&sr=8-55
https://m.media-amazon.com/images/I/41uA9LygF-L._SX342_SY445_.jpg,₹2099,-61%,"An Amazon brand - Inkast Denim Co. offers authentic denimwear through a mix of classic, contemporary and stylish jeans, shirts, tees, jackets & lots more. The brand brings a range of utility twill shirts that keep functional & comfortable. Built for comfort, this casual shirt finds place in every man’s wardrobe. Wear this with a pair of denims or layer it up over a tee.",Amazon Brand - INKAST Men's Slim Fit Casual Shirt,₹812,4.0 out of 5 stars,https://www.amazon.in/Amazon-Brand-Inkast-Casual-S-02A_Olive_X-Large/dp/B07GSCYS7Q/ref=sr_1_53?keywords=shirts+for+men&qid=1690717970&sr=8-53
https://m.media-amazon.com/images/I/41E0osHxgAL._SX342_SY445_.jpg,₹1699,-50%,Men Pink Solid Full Sleeve Slim Fit Casual Shirt,Peter England Men Shirt,₹849,5.0 out of 5 stars,https://www.amazon.in/Peter-England-Mens-Shirt-PCSFSSLP746995_Black/dp/B0C27WPX2C/ref=sr_1_52?keywords=shirts+for+men&qid=1690717970&sr=8-52
https://m.media-amazon.com/images/I/41jbX3DW15L._SY445_SX342_.jpg,₹1999,-80%,"Shop from a wide range of Shirts from IndoPrimo. Perfect for your everyday use, festival you could pair it with a stylish pair of Jeans or Chinos to complete the look.",IndoPrimo Men's Cotton Casual Regular Fit Checks Shirt for Men Full Sleeves,₹399,4.3 out of 5 stars,https://www.amazon.in/IndoPrimo-Cotton-Regular-Sleeves-X-Large/dp/B0C9DCXPSF/ref=sr_1_51?keywords=shirts+for+men&qid=1690717970&sr=8-51
https://m.media-amazon.com/images/I/41KbceN2feL._SX342_SY445_.jpg,₹4999,-91%,Men casual shirt || men shirt casual || men shirt casual stylish || men shirt casual stylish cotton,Lymio Casual Shirt for Men|| Shirt for Men|| Men Stylish Shirt || Men Printed Shirt (Shed Floral),₹429,3.8 out of 5 stars,https://www.amazon.in/Lymio-Casual-Stylish-Printed-Shed/dp/B0BRXFMCM4/ref=sr_1_50?keywords=shirts+for+men&qid=1690717970&sr=8-50
https://m.media-amazon.com/images/I/51u4eT-ip7L._SY445_SX342_.jpg,₹1999,-75%,"(None,)",IndoPrimo Men's Cotton Casual Checks Shirt for Men Full Sleeves,₹499,3.5 out of 5 stars,https://www.amazon.in/IndoPrimo-Cotton-Casual-Sleeves-X-Large/dp/B0BX937P58/ref=sr_1_54?keywords=shirts+for+men&qid=1690717970&sr=8-54
https://m.media-amazon.com/images/I/31U79myqBuL._SX342_SY445_.jpg,₹1499,-69%,"(None,)",Majestic Man Solid Slim Fit Casual Shirt for Men,₹469,3.8 out of 5 stars,https://www.amazon.in/Majestic-Man-Solid-Casual-Medium/dp/B09WMK89PQ/ref=sr_1_58_sspa?keywords=shirts+for+men&qid=1690717970&sr=8-58-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1
https://m.media-amazon.com/images/I/41+rm4Qv3eL._SY445_SX342_.jpg,₹2499,-72%,"Product Details: This Casual Checkered shirt has a Slim Collar, Full Sleeves and a curved hemline Size and Fit Slim Fit The Model (height 6 foot and shoulders 18 inches is wearing size 40/M Please check the size chart for more details before ordering Material & Care 100% Premium Cotton (Machine Wash Regular) Style Tip Enhance your look by wearing this Casual Stylish Men's shirt, Team it with a pair of rugged tapered denims/Or Solid Chinos and White Sneakers for a fun Casual Casual look About the Brand DENNIS LINGO Finding Basic Menswear for daily use can be hard among todays Fast fashion world, where trends change daily. That’s why we started Dennis Lingo, to create a one stop shop for premium essential clothing for everyday use at lowest prices",Dennis Lingo Men's Checkered Slim Fit Cotton Casual Shirt,₹699,3.9 out of 5 stars,https://www.amazon.in/Dennis-Lingo-Checkered-D-Blue-AZ751_D-Blue_M/dp/B08YNWZ2VQ/ref=sr_1_59_sspa?keywords=shirts+for+men&qid=1690717970&sr=8-59-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1
https://m.media-amazon.com/images/I/31wHV5pscwL._SX342_SY445_.jpg,₹2399,-69%,"Dennis Lingo crafts perfectly fitted shirts for the man who makes his style statement with elegance and sophistication. We have more than ten years of experience in Men's apparel. Dennis Lingo is a men's casual wear brand, and it is one of the leading players in shirts on Indian marketplaces. These Casual Shirts are of 100% cotton. It assures a soft and smooth touch against the skin. These Casual Shirts will go well with denim and sneakers. It helps to give you a trendy casual look. You can wear it at work, or you are off duty. These are good-quality Casual shirts for men for a classy and fashionable look. Suitable for machine wash. Please do not bleach these shirts and warm iron if necessary.",Dennis Lingo Men's Solid Slim Fit Cotton Casual Shirt,₹749,4.0 out of 5 stars,https://www.amazon.in/Dennis-Lingo-Solid-Shirt-C617_Navy_M/dp/B09TNZGX2Q/ref=sr_1_57_sspa?keywords=shirts+for+men&qid=1690717970&sr=8-57-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1
https://m.media-amazon.com/images/I/517acB5QyZL._SX342_SY445_.jpg,₹2299,-83%,"This shirt is made of Rayon blend material and has a modern, minimalist design. It features an elegant and casual look that will work well with its wide range of colors. This design is printed on the front and back of the shirt, making it perfect for any occasion. The casual styles keep you looking smart, while the relaxed fit makes it easy to throw on and go. This casual shirt for men is the perfect piece to add to your wardrobe. Printed Shirts for Men by GRECIILOOKS Are Made Using Quality Fabrics That Are Durable and Comfortable for Term Use and for Any Weather. They Come in the Latest Designs with Unique Color Combinations.classy & Charming Look Upgrade Your Fashion Quotient with These Shirts for Men as They Give You a New Look and Appeal. Made to Make You Look Good Effortlessly, Wear Them on Any Day, in Any Mood, You Will Surely Feel Good as You Look",GRECIILOOKS Casual Shirts for Menl Shirt for Men| Printed Shirt for Men| Cotton Spread Collar Shirt| Beach Wear Mens Shirt| Turn-Down Collar Shirt for Boys | Preppy Short Sleeve,₹399,3.7 out of 5 stars,https://www.amazon.in/GRECIILOOKS-Casual-Shirts-Printed-Turn-Down/dp/B0C17BF8FG/ref=sr_1_95?keywords=shirts+for+men&qid=1690717977&sr=8-95
https://m.media-amazon.com/images/I/413Tp7rYiLL._SY445_SX342_.jpg,₹2199,-70%,The product will be an excellent pick for you. It ensures an easy maintenance.,Dennis Lingo Men Shirt,₹649,4.0 out of 5 stars,https://www.amazon.in/Dennis-Lingo-Checkered-Tealblue-C424_TEALBLUE_S/dp/B07K6JVYDF/ref=sr_1_94?keywords=shirts+for+men&qid=1690717977&sr=8-94
https://m.media-amazon.com/images/I/41VqzVma4kL._SX342_SY445_.jpg,₹3599,-80%,"(None,)",Red Tape Men's Casual Shirt | Solid Cotton Comfortable Shirt for Men,₹719,4.2 out of 5 stars,https://www.amazon.in/Red-Tape-Cotton-Casual-Men_RHS0714-M/dp/B0BXLC17NJ/ref=sr_1_96?keywords=shirts+for+men&qid=1690717977&sr=8-96
https://m.media-amazon.com/images/I/41ba8tBA7oL._SY445_SX342_.jpg,₹1999,-84%,This Casual shirt offers a professional look for the true business man. It's the perfect day-to-night shirt. Wear it with some slacks to the office and throw on some jeans at night for drinks with the guys. Whatever the occasion this shirt will be your go-to. The style you want and the feel you need all rolled into this shirt.,LookMark Men Men's Cotton Blend Stitched Printed Half Sleeve Shirt(Printed Shirt Dean-XL) Cream,₹329,3.6 out of 5 stars,https://www.amazon.in/LookMark-Cotton-Stitched-Sleeve-Printed/dp/B0BZVMZFVN/ref=sr_1_92?keywords=shirts+for+men&qid=1690717977&sr=8-92
https://m.media-amazon.com/images/I/41SlKZtGDvL._SY445_SX342_.jpg,₹2299,-81%,"Men's Regular Fit Printed Shirt Try on Something Different with GRECIILOOKS Collection of Printed Shirts That Will Add a New Spice to Your Wardrobe! the Unique Color Combinations, Seamlessly Stitched Ends and Perfect Collar Gives You a Charming Look When Worn for Any Occasions, Even on a Printed Day Comfortable Material Printed Shirts for Men by GRECIILOOKS Are Made Using Quality Fabrics That Are Durable and Comfortable for Long Term Use and for Any Weather. They Come in the Latest Designs Along with Unique Color Combinations.classy & Charming Look Upgrade Your Fashion Quotient with These Shirts for Men as They Give You a New Look and Appeal. Made to Make You Look Good Effortlessly, Wear Them on Any Day, in Any Mood, You Will Surely Feel Good as You Look! Upgrade Your Fashion Quotient with These Shirts for Men as They Give You a New Look and Appeal.shirt Wear Them on Any Day, in Any Mood, You Will Surely Feel Good as You Look.easy Care Make These Shirts Look as Good as New by Washing with a Mild Detergent. Do Not Bleach It or Wash with Other Colors. You Need Not Dry Clean This as It Can Be Easily Washed by Hand.",GRECIILOOKS Casual Shirt for Menl Shirts for Men| Rayon Shirt for Men| Hawaiian Collar Button Up Men's Shirt| Beach Wear Men| Quirky Printed Shirts for Men|Shirt for Men,₹429,3.2 out of 5 stars,https://www.amazon.in/GRECIILOOKS-Casual-Hawaiian-Printed-XX-Large/dp/B0BVV3RCPL/ref=sr_1_104?keywords=shirts+for+men&qid=1690717977&sr=8-104
https://m.media-amazon.com/images/I/31U79myqBuL._SX342_SY445_.jpg,₹1499,-69%,"(None,)",Majestic Man Solid Slim Fit Casual Shirt for Men,₹469,3.8 out of 5 stars,https://www.amazon.in/Majestic-Man-Solid-Casual-X-Large/dp/B09WMKSKNB/ref=sr_1_103?keywords=shirts+for+men&qid=1690717977&sr=8-103
https://m.media-amazon.com/images/I/41+76OEslZL._SY445_SX342_.jpg,₹2099,-52%,"Make a lasting impression on your colleagues wearing this Work Utility shirt for men by Park Avenue Crafted from Cotton, this Full Sleeve shirt in Slim Fit features a Semi Cutaway Collar. Team it up with formal trousers and leather shoes for a perfect look. Raymond with its 97-year-old expertise is a textile powerhouse with modern infrastructure and strong fibre-to-fabric manufacturing capabilities. Raymond is the largest integrated textile company in the world and exports its suits to more than 60+ countries including the USA, Canada, England, Europe, Japan and the Middle East.",Park Avenue Men Shirt,₹999,Previous page,https://www.amazon.in/Park-Avenue-Stripe-Shirt-PMSX17127-N2_Light/dp/B0C7HNG8XM/ref=sr_1_101?keywords=shirts+for+men&qid=1690717977&sr=8-101
https://m.media-amazon.com/images/I/61PlFCimpFL._SY445_SX342_QL70_FMwebp_.jpg,₹1999,-83%,"Shop from a wide range of Shirts from IndoPrimo. Perfect for your everyday use, festival you could pair it with a stylish pair of Jeans or Chinos to complete the look.",IndoPrimo Men's Regular Fit Poly Cotton Casual Shirt for Men Half Sleeves (Alto),₹349,3.6 out of 5 stars,https://www.amazon.in/IndoPrimo-Regular-Cotton-Casual-Sleeves/dp/B0BXL5584J/ref=sr_1_102?keywords=shirts+for+men&qid=1690717977&sr=8-102
https://m.media-amazon.com/images/I/41muGUzQxkL._SY445_SX342_QL70_FMwebp_.jpg,₹1499,-55%,"Wear this stylish shirt from the house of Campus Sutra. The shirt is comfortable to wear as the fabrics are light on the skin. Using stellar quality solvents, the shirt is made for your daily schedule. Constructed to fit your style spot on and a wide range of sizes to match your persona. Made to not leech out its colours and not lose its shape either. Fetch a casual and cool look for yourself by teaming it with a pair of trousers and sneakers. Whether you are dressing up for a date or going to work, this Campus Sutra shirt is designed keeping in mind the latest trends in contemporary casual fashion. Combining style with the fashion of today and makes you stand out among others when you adore it. An all-in-all guide for your wardrobe. The ultimate addition to your casual closet. Perfect for year-round occasions from summertime to cool winters. Strong, dynamic essence for your quirky personality. Campus Sutra showcases a stylish edit that will instantly upgrade your look. Charming looks and infinite comfort – be it stylish all-over prints or solid pastels, our clothes are designed to ensure that you can be at the top of your style game. Our vast range of jackets, shirts, trousers and much more are curated to be dependable and relaxing.",Campus Sutra Men's Indigo Blue Checkered Button Up Shirt Regular Fit for Casual Wear | Structured Shirt Crafted with Regular Full Sleeve and Comfort Fit for Everyday Wear,₹673,3.8 out of 5 stars,https://www.amazon.in/Campus-Sutra-Cotton-Checks-Casual/dp/B07V1LZ272/ref=sr_1_107_sspa?keywords=shirts+for+men&qid=1690717977&sr=8-107-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1
https://m.media-amazon.com/images/I/41q6L6-hBVL._SY445_SX342_.jpg,₹2499,-74%,"strong product details:strongppthis casual checkered shirt has a slim collar, a full button placket, long sleeves, and a curved hemlinepstrong size and fitstrongpullislim fitlilithe Model (height 6 foot and shoulders 18 inches is wearing size 40/mliliplease check the size chart for more details before orderinglipstrong material & carestrongpp100% premium cotton(machine wash regular)pstrong style tipstrongppenhance your look by wearing this trendy shirt. Team it with a pair of denim and white sneakers for a fun casual lookpstrong about the brand dennis lingostrongppfinding basic menswear can be hard among todays fast fashion world, where trends change daily. That’s why we started Dennis Lingo, to create a one stop shop for basic menswear clothing for everyday use at the half the price of traditional retail without compromising on the qualithy by selling directly to you without any middleman. We want to disrupt how men shop one shirt at a timep.",Dennis Lingo Men's Checkered Slim fit Casual Shirt,₹649,4.0 out of 5 stars,https://www.amazon.in/Dennis-Lingo-Checkered-Casual-C419_Blue_M_Blue_M/dp/B07G4HBVZW/ref=sr_1_100?keywords=shirts+for+men&qid=1690717977&sr=8-100
https://m.media-amazon.com/images/I/31B3soO59oL._SX342_SY445_.jpg,₹2499,-76%,"Upgrade your wardrobe essentials with this modern fit collection. This timeless classic is 100% cotton, with the yarn grown with optimised usage of water and fertilisers. The result is less pressure on the environment and high-quality clothing in your wardrobe.",HammerSmith Men Shirt,₹599,3.5 out of 5 stars,https://www.amazon.in/HammerSmith-Regular-Shirt-H3026_D-Blue_XXXL/dp/B0B7JGDQL7/ref=sr_1_99?keywords=shirts+for+men&qid=1690717977&sr=8-99
https://m.media-amazon.com/images/I/51j+lFNHP6L._SX342_SY445_.jpg,₹2049,-74%,"This Cutaway Collar, Regular Fit, Long Sleeves, Blue, Checkered, Premium Cotton Shirt, can be worn on their own or layered with other garments, such as jackets, sweaters or vests. This can be paired with jeans, trousers depending on the occasion and the desired look.",The Indian Garage Co Adult Mens Shirt,₹533,Previous page,https://www.amazon.in/Indian-Garage-Co-Regular-0822-SH360-01_Blue/dp/B0BNN988B5/ref=sr_1_98?keywords=shirts+for+men&qid=1690717977&sr=8-98
https://m.media-amazon.com/images/I/41HHtIQvXfL._SX342_SY445_.jpg,₹1999,-55%,"Make an impressive presence at any formal event in this formal shirt by Raymond. Made from cotton, this shirt in slim-fit features full sleeves, standard placket and semi cutaway collar. It can be clubbed with formal trousers and leather shoes to look sophisticated.",Raymond Men Shirt,₹909,Previous page,https://www.amazon.in/Raymond-Mens-Slim-Shirt-RMSX12119-K9_Black/dp/B0BXLQM8MF/ref=sr_1_89?keywords=shirts+for+men&qid=1690717977&sr=8-89
https://m.media-amazon.com/images/I/31L3Bx0sG9L._SX342_SY445_.jpg,₹3198,-73%,"Elevate your look with Symbol Formal Shirts, for a timeless, sophisticated sense of style that leaves a lasting impression. Symbol formal shirts are crafted with precision, to offer enhanced comfort and style, all at a great value. Now, look good every day with Symbol fashion essentials. Make your statement with this stylish full sleeves White Regular-Fit formal shirt for Men. This classic shirt gives you a clean and classy look while also making you feel comfortable. It is crafted and fabricated with 60% Cotton 40% Polyester. Create a lasting impression by pairing it with an elegant solid color chino pants or trousers and black leather shoes.",Amazon Brand - Symbol Men Shirt,₹849,3.8 out of 5 stars,https://www.amazon.in/Amazon-Brand-Regular-AW-SY-MFS-1126_White-White_39/dp/B07CYVRGTR/ref=sr_1_152?keywords=shirts+for+men&qid=1690717983&sr=8-152
https://m.media-amazon.com/images/I/41m8dtpr+cL._SY445_SX342_.jpg,₹1499,-73%,This casual summer Majestic Man beach shirt is designed with a full-print pattern to give you a bright look. The vibrant print adds tropical charm to this Majestic Man shirt and attracts people's attention.,Majestic Man Slim Fit Cotton Casual Printed Shirt for Men,₹399,4.0 out of 5 stars,https://www.amazon.in/Majestic-Man-Cotton-Casual-Printed/dp/B0B1D2W92K/ref=sr_1_90?keywords=shirts+for+men&qid=1690717977&sr=8-90
https://m.media-amazon.com/images/I/31tfxUwTHML._SY445_SX342_.jpg,₹1999,-83%,"This Formal shirt offers a professional look for the true business man. It's the perfect day-to-night shirt. Wear it with some slacks to the office and throw on some jeans at night for drinks with the guys. Whatever the occasion this shirt will be your go-to. The style you want and the feel you need all rolled into this shirt. Please check the size chart for more details before ordering Material & Care100% Premium Cotton (Machine Wash Regular)Style Tip Enhance your look by wearing this trendy shirt. Team it with a pair of Chinos and white sneakers for a fun Smart Casual look About the Brand indoPrimo Finding Basic Menswear for daily use can be hard among todays Fast fashion world, where trends change daily. That's why we started IndoPrimo, to create a one stop shop for premium essential clothing for everyday use at rock bottom prices",IndoPrimo Formal Shirt for Men || Shirt for Men || Men Stylish Shirt || Men Plain Shirt || Men Solid Shirt,₹349,4.1 out of 5 stars,https://www.amazon.in/IndoPrimo-Formal-Shirt-Stylish-Plain/dp/B0BZDL6BBD/ref=sr_1_86?keywords=shirts+for+men&qid=1690717977&sr=8-86
https://m.media-amazon.com/images/I/410tIC5PZLL._SX342_SY445_.jpg,₹1999,-50%,Upgrade your wardrobe with this shirt from Van Heusen Sport by Van Heusen.,Van Heusen Sport Men's Slim Fit Shirt (VSSFWSLB230926_Grey 44),₹999,4.0 out of 5 stars,https://www.amazon.in/Van-Heusen-Sport-Shirt-VSSFWSLB230926_Grey/dp/B0BD7M5G4X/ref=sr_1_149?keywords=shirts+for+men&qid=1690717983&sr=8-149
https://m.media-amazon.com/images/I/41CJcq95PFL._SX342_SY445_.jpg,₹1799,-50%,Mens Slim Fit White Printed Casual Shirt,Peter England Men Shirt,₹899,4.0 out of 5 stars,https://www.amazon.in/Peter-England-Mens-Shirt-PCSFSSLPX78749_Yellow/dp/B0BKQ6CF55/ref=sr_1_150?keywords=shirts+for+men&qid=1690717983&sr=8-150
